term,#messages,#instances
"https://t.co/elckkwgkv3",1,1
"https://t.co/dasi1i5p65",1,1
"https://t.co/br5dv5a1ik#data",1,1
"https://t.co/wfxhhbr0s4",1,1
"https://t.co/v2jigbuud1",1,1
"https://t.co/3zj1htqck9#data",1,1
"reminded",1,1
"https://t.co/rzcqsixm9n",1,1
"quarter",1,1
"https://t.co/qfsiyc8bfn",1,1
"https://t.co/oqzwntgafq",1,1
"https://t.co/niiyjbjexu",1,1
"https://t.co/lw0x…",1,1
"nerding",1,1
"https://t.co/kjedgtwwvx",1,1
"midi",1,1
"https://t.co/hhvu4o7fpz",1,1
"https://t.co/g0d5tn5zbu",1,1
"itau",1,1
"https://t.co/eo4cowecxl",1,1
"https://t.co/dco4wqk8y3",1,1
"https://t.co/zi0squcj9j",1,1
"https://t.co/btzoiwktja",1,1
"https://t.co/xwroxdsew1",1,1
"https://t.co/abp1yzc85j",1,1
"https://t.co/wim1phhhmx",1,1
"https://t.co/7htmgghqlj",1,1
"https://t.co/v6g2rjcodp",1,1
"rumbleeeeee",1,1
"https://t.co/49mybdccsj",1,1
"reorganize",1,1
"https://t.co/s5qeey7kkn",1,1
"questionnement",1,1
"https://t.co/qkx3bunh0a#data",1,1
"https://t.co/oudbelnoja",1,1
"https://t.co/nlkm4vvxi5",1,1
"ord-las",1,1
"nevada",1,1
"https://t.co/kl0ngbmrho#data",1,1
"min…",1,1
"lt;https://t.co/pmrapialhb&gt",1,1
"https://t.co/hmaarliqft",1,1
"largest",1,1
"https://t.co/eq0ixkzgs2",1,1
"https://t.co/dee8mea9sl",1,1
"https://t.co/bxddtfv9ek",1,1
"https://t.co/aeuciatgx0",1,1
"https://t.co/7pvte92ype",1,1
"https://t.co/4cwbntwtog",1,1
"https://t.co/tutxhcoz03",1,1
"https://t.co/sa5ltgk9oh",1,1
"https://t.co/qmhhymfcio",1,1
"preshow",1,1
"https://t.co/owgp5ase4n",1,1
"php/symfony/mysql",1,1
"https://t.co/nninthmbzi",1,1
"world…",1,1
"@marcusmccarthy6",1,1
"cape",1,1
"washing",1,1
"@janelleofcourse",1,1
"bomb",1,1
"uscensusbureau",1,1
"@egramirez",1,1
"backsquat",1,1
"✅vizzie",1,1
"https://t.co/1advfvmlxn#data_science",1,1
"team.@tableau…",1,1
"help!!!#data17",1,1
"striving",1,1
"gordan",1,2
"sortie",1,1
"freak",1,1
"she’s",1,1
"#tableautraining",1,1
"#playdoh",1,1
"envy",1,1
"dustin",1,1
"#cuas2018",1,1
"@talva_cz",1,1
"connects",1,1
"cloning”",1,1
"wow..this",1,1
"@mathurneeyat",1,1
"@jeffolsennuvi",1,1
"https://t.co/1e4jclkekx#datascience",1,1
"@alexkatona1",1,1
"aggregate",1,1
"soundtrack",1,1
"01:06:00",1,1
"#tal",1,1
"es6☞",1,1
"#ivguihttps://t…",1,1
"developed…",1,1
"@tek…",1,1
"contacts",1,1
"@riyazhaslani",1,1
"ways.…",1,1
"booth129",1,1
"values",1,1
"@ettaboyle",1,1
"bandini",1,1
"applying",1,1
"terrible",1,1
"agricultural",1,1
"‘that’",1,1
"spatial",1,1
"friday;…",1,1
"shop",1,1
"ethereum",1,1
"#jetlag",1,1
"#engage_customer",1,1
"#data17,#ukhealthtug",1,1
"device",1,1
"continued",1,1
"cluttered",1,1
"xmas",1,1
"wearables",1,1
"bowl",1,1
"veggies",1,1
"barely",1,1
"@daisymiclat",1,1
"https://t.co/1r1mnei8ct",1,1
"@andyallo",1,1
"ahhhhhhhhhhhhhhhhhhhh",1,1
"—adam",1,1
"10/10",1,1
"frontier",1,1
"shout-out",1,1
"febreze",1,1
"#eventplanner",1,1
"#data17....missing",1,1
"diagram",1,1
"convention…",1,1
"@russch",1,1
"websites",1,1
"@jojoleduc",1,1
"battery",1,1
"@data_science_tv",1,1
"https://t.co/1vtapdk63z",1,1
"thankfull",1,1
"hiring",1,1
"sufrir",1,1
"“being",1,1
"greenscreen",1,1
"fundamentals",1,1
"#techpun",1,1
"every…",1,1
"#locationdata",1,1
"#data17—tableau",1,1
"difficult",1,1
"#amazing!…",1,1
"data/workbook",1,1
"@tprice_apsdig",1,1
"cooking",1,1
"@sandlins…",1,1
"cognetik’s",1,1
"year’s",1,1
"celebratory",1,1
"@jplcreative",1,1
"beaten",1,1
"trifacta:…",1,1
"arrive",1,1
"@apspartnerships",1,1
"“facts",1,1
"grow.…",1,1
"spike",1,1
"sighting",1,1
"#thankyoutableau",1,1
"exact",1,1
"#ferrari",1,1
"🍸thanks",1,1
"#data17inspiring",1,1
"@schmuckerbrian",1,1
"yes/no",1,1
"@mrsbowtieuk",1,1
"certificate",1,1
"weren’t",1,1
"brighton",1,1
"village#sizematters",1,1
"@garydower",1,1
"befor",1,1
"truncating",1,1
"artificial",1,1
"@atldepsupt",1,1
"all-stars",1,1
"honestly",1,1
"superteam",1,1
"films",1,1
"#rulerdrop",1,1
"#dataalerts",1,1
"discounts",1,1
"@uashokpatro",1,1
"@seantrout",1,1
"combo",1,1
"@mugeozden",1,1
"challenged",1,1
"where’s",1,1
"broadcast",1,1
"visiting",1,1
"beginning",1,2
"aspettiamo",1,1
"https://t.co/2k3fpozjcn",1,1
"this.”",1,1
"aloud",1,1
"hoped",1,1
"surest",1,1
"“why”",1,1
"gartner’s",1,1
"sing",1,1
"#datadataperson",1,1
"#augmentedreality",1,1
"@shadikabajah",1,1
"youtube.here",1,1
"@natterbull",1,1
"championships",1,1
"brutal",1,1
"visualizing",1,1
"benefits",1,1
"@dataremixed…",1,1
"https://t.co/2opo4afdnv",1,1
"@benlower",1,1
"abort",1,1
"stalininst",1,1
"2017!☞",1,1
"geak",1,1
"site☞",1,1
"#utilities",1,1
"#sculpture",1,1
"exited",1,1
"#metamoment",1,1
"#geekalldaygeekallnight…",1,1
"#batteriesnotincluded",1,1
"dead",1,1
"@uzoma_diamond…",1,1
"communicate",1,1
"@neshybara",1,1
"wild",1,1
"@kiminformatica",1,1
"vizbydesign",1,1
"@gorawsingh04…",1,1
"https://t.co/2suugbado5",1,1
"throwback",1,1
"how-to",1,1
"swarming",1,1
"starring",1,1
"2017😎",1,1
"skipping",1,1
"fits",1,1
"#smartfactory",1,1
"#monday",1,1
"eights",1,1
"debate",1,1
"@vincerencher",1,1
"cows",1,1
"chart?find",1,1
"winding",1,1
"bunch",1,1
"@gunnarsteinn",1,1
"bientôt",1,1
"@davidakrupp",1,1
"audible",1,1
"https://t.co/2ydbcy4esw",1,1
"@billlyons16",1,1
"system…",1,1
"accoun…",1,1
"handsome",1,1
"states",1,1
"flawlessly...we…",1,1
"exploding",1,1
"embracing",1,1
"💥ultimate",1,1
"#bladerunner",1,1
"decomposing",1,1
"@vizjason",1,1
"craftsperson",1,1
"@smurakam0201",1,1
"@l_jensen5",1,1
"busted",1,1
"voodoo",1,1
"billion",1,1
"ult…",1,1
"@deep_learningz",1,1
"https://t.co/3bod04m7hs",1,1
"tip:photograph",1,1
"analytics…",1,1
"https://t.co/05mhckit1a",1,1
"acknowledge",1,1
"germany",1,1
"smash",1,1
"#viz",1,1
"flow…",1,1
"selipsky",1,1
"express",1,1
"#brasildata17",1,1
"completely",1,1
"@oracle",1,1
"cheestrings",1,1
"woken",1,1
"@delong_updates",1,1
"@brofederman",1,1
"https://t.co/0ctqqqxctt",1,1
"tablown",1,1
"harder",1,1
"4:00am",1,1
"gif\'/\'export",1,1
"foll…",1,1
"sentiment",1,1
"#startup",1,1
"#nfl",1,1
"#btug",1,1
"creeper",1,1
"comprehensively.…",1,1
"childhood",1,1
"woods",1,1
"@lizkiehne",1,1
"@infa_mattmcd",1,1
"bjoern",1,1
"unicorn",1,1
"aware",1,1
"tomber",1,1
"@callmedeeray",1,1
"@_koreyklein",1,1
"adapter",1,1
"have…",1,1
"stigma",1,1
"5:30am",1,1
"snowzilla",1,1
"#warehousing",1,1
"#surewhynot",1,1
"eye✈️",1,1
"#nuvi",1,1
"end??…",1,1
"#highered",1,1
"demand",1,1
"crossing",1,1
"@stratecast",1,1
"concert…",1,1
"@paullong67",1,1
"wor…",1,1
"calcs!lod",1,1
"blending",1,1
"unknowingly",1,1
"@donttrythis!#tc17#data17",1,1
"awesome!…",1,1
"too:…",1,1
"@cecygv",1,1
"https://t.co/0oer6g1dpb",1,1
"he\'ll",1,1
"store☞",1,1
"#wehavedatadogs",1,1
"foreign",1,1
"#onlinetraining#classroomtraining",1,1
"#hyperhyper…",1,1
"#dayofthegirl",1,1
"driver",1,1
"#charitytuesday",1,1
"@taawwmm…",1,1
"conference!#data17",1,1
"work’",1,1
"camera",1,1
"unveiled",1,1
"比心～～",1,1
"@chandaglover",1,1
"https://t.co/0smxfp9pcv",1,1
"strangely",1,1
"#tableaubot",1,1
"#peopleanalytics",1,1
"drove",1,1
"deployment",1,1
"@zigbaba",1,1
"confirmed",1,1
"working#tech",1,1
"canada",1,1
"warning",1,1
"blueprint",1,1
"upgrades",1,1
"@dustinsmth",1,1
"bêtahttps://t.co/yybbbna0t0",1,1
"totales",1,1
"@chrisluv",1,1
"https://t.co/0x3luxg462",1,1
"adventures",1,1
"soo…",1,1
"#worldai",1,1
"ducati",1,1
"#contentmarketing",1,1
"congratulato…",1,1
"https://t.co/hnhddi1guk",1,1
"https://t.co/equsac7dhy",1,1
"https://t.co/dfyykomdnw",1,1
"https://t.co/zltewcpan0",1,1
"https://t.co/bzpqgnmbhf",1,1
"https://t.co/y5bogom2e6",1,1
"https://t.co/agtiyyb7mv",1,1
"https://t.co/wnwgaknz1g",1,1
"https://t.co/vc3epkwogq#data_science",1,1
"safely",1,1
"https://t.co/4ij6j8wshe",1,1
"https://t.co/twupr4bbiz",1,1
"https://t.co/qozczfcgkt",1,1
"prevalence",1,1
"https://t.co/oz5dqil2qe",1,1
"https://t.co/npc9ggejhi",1,1
"out…",1,1
"https://t.co/m6c97edfjf",1,1
"https://t.co/kqij7skjnn",1,1
"mirrors",1,1
"https://t.co/hpviegaunk",1,1
"https://t.co/gcotmgvn3q",1,1
"jennifer",1,1
"https://t.co/dkevhru8zn",1,1
"https://t.co/zncjurac9i",1,1
"https://t.co/c40l8up0dq",1,1
"https://t.co/ya6ct0ew5s",1,1
"https://t.co/ajlqccmho6",1,1
"https://t.co/wqhlkdgkv6",1,1
"sandals",1,1
"https://t.co/4nitseyub3",1,1
"https://t.co/tznbtpougp",1,1
"requirement",1,1
"https://t.co/sia8cg9lnu#data",1,1
"print",1,1
"https://t.co/nqtmm3luhb",1,1
"overflowed",1,1
"https://t.co/ktmr3qador",1,1
"https://t.co/jem3dxkbpz",1,1
"https://t.co/hsfloxc0q0",1,1
"https://t.co/gejuelq532",1,1
"jimmy",1,1
"https://t.co/exedwhxgwo",1,1
"inexpensive",1,1
"https://t.co/dmmbah2wqg",1,1
"https://t.co/zozqi4fezv",1,1
"https://t.co/c8u3fpg98h",1,1
"https://t.co/ychwfochpe",1,1
"https://t.co/anrlggligs",1,1
"https://t.co/wsn0mtbazk",1,1
"https://t.co/84qnznnndr",1,1
"https://t.co/vgm0widipz",1,1
"savage.#tableau",1,1
"https://t.co/4swuxsz7ze",1,1
"https://t.co/u26odlha75",1,1
"resilient",1,1
"https://t.co/sl5lcyft1b",1,1
"https://t.co/qv78fq3zzf",1,1
"https://t.co/p7etf2pv0x",1,1
"https://t.co/nspfogyxzn",1,1
"nonprofits",1,1
"models",1,1
"malaria…",1,1
"https://t.co/hx5qbov4wg",1,1
"legggggo",1,1
"https://t.co/ggwdiaucfp",1,1
"https://t.co/ez535izhaf",1,1
"infographics",1,1
"https://t.co/dqeijqgd5m",1,1
"https://t.co/cbt9upyqkz",1,1
"https://t.co/yfzbcl2zik#data_science",1,1
"https://t.co/apmcmsub3g",1,1
"https://t.co/wv9gr7drrt",1,1
"https://t.co/8cxyqkxrej",1,1
"https://t.co/4wnxnelvfh#data_science",1,1
"https://t.co/u73ugh6zz6#data",1,1
"https://t.co/souyoigxod",1,1
"razor",1,1
"produces",1,1
"https://t.co/pbzksxalco",1,1
"planet",1,1
"https://t.co/nwawkckonj",1,1
"packing/moving",1,1
"https://t.co/mgimawnagw",1,1
"https://t.co/kyusipnrkf",1,1
"https://t.co/jjz1lzidyk",1,1
"managers",1,1
"https://t.co/hzwixdfwar",1,1
"https://t.co/giujnfmpe1",1,1
"joshua",1,1
"https://t.co/dtnuml7ige",1,1
"https://t.co/ztsnkdsrsh",1,1
"https://t.co/cdif8m0efb",1,1
"https://t.co/yjqkn9lrja",1,1
"https://t.co/autufkthue",1,1
"https://t.co/wxiwwmbpyv",1,1
"https://t.co/8gz192wic4",1,1
"https://t.co/vlvt8e3dyv",1,1
"schedule",1,1
"https://t.co/573enfxvtv",1,1
"retail",1,1
"https://t.co/ss3qtd9ict",1,1
"https://t.co/r2hs1na…",1,1
"https://t.co/pdntibaec6…",1,1
"https://t.co/nz6wje03oq",1,1
"https://t.co/mkabrvt3wf",1,1
"https://t.co/l08mgduogy",1,1
"monitoring",1,1
"https://t.co/jmbp0djk5m",1,1
"mapped",1,1
"https://t.co/i2ijb4zrwv",1,1
"https://t.co/gkx7coq0s6#data",1,1
"juliabelba",1,1
"insert",1,1
"https://t.co/dxqs1cefhv#data_science",1,1
"https://t.co/zyqxbmcg1h#data",1,1
"https://t.co/axjuiropl1",1,1
"https://t.co/wzabkkyhwa",1,1
"https://t.co/8medrsupy7",1,1
"https://t.co/voxhznshja",1,1
"science-unsupervised",1,1
"https://t.co/5f9zp6ound",1,1
"https://t.co/ubvuck3uks",1,1
"https://t.co/svhhz2rbjz",1,1
"https://t.co/r887jnykom",1,1
"https://t.co/pg2muky4dw",1,1
"https://t.co/mntfl93pdn",1,1
"null",1,1
"months…",1,1
"https://t.co/jnphi3oig3",1,1
"markbradbourne",1,1
"https://t.co/i7jbgu2z8y",1,1
"https://t.co/gnghpt4qt5",1,1
"https://t.co/fasjbrlla3",1,1
"inspirational",1,1
"https://t.co/dzrigm6n5e",1,1
"https://t.co/cjtx4fmmaq",1,1
"https://t.co/yn3zhvx7zs",1,1
"https://t.co/b0vosbty9h",1,1
"https://t.co/x4qlcth9yi",1,1
"https://t.co/8rz29lwiet#data",1,1
"https://t.co/5mzcd9s5ge",1,1
"https://t.co/ud3pvnuthe",1,1
"https://t.co/sxgcwnyoyt",1,1
"https://t.co/rb7ykwy3fw",1,1
"proper",1,1
"https://t.co/oaey4w2fvj",1,1
"part…",1,1
"https://t.co/mqcwq6vsnp",1,1
"moteur",1,1
"https://t.co/jqbgkrszmd",1,1
"https://t.co/iaykywkfoz",1,1
"https://t.co/gpwnhq2vtz",1,1
"instincts",1,1
"https://t.co/e4gyawoyge",1,1
"humanitarian",1,1
"https://t.co/cmkkxxgsas",1,1
"https://t.co/yp00ymsxpq",1,1
"https://t.co/x6irdyhilf",1,1
"https://t.co/8vgfmyfbrg",1,1
"https://t.co/5vm03covno",1,1
"https://t.co/ug5uwijrxg",1,1
"rig…",1,1
"https://t.co/szykgsexxw#data_science",1,1
"https://t.co/pkpm4033ea",1,1
"points…",1,1
"https://t.co/oc8ljvysqt",1,1
"partir",1,1
"https://t.co/mvctlnsqrm",1,1
"https://t.co/jswuv0qd5a",1,1
"mastery",1,2
"https://t.co/gtqacjhbz8",1,1
"keyana",1,1
"https://t.co/fg3ufvxnsm",1,1
"integrations",1,1
"husband",1,1
"https://t.co/cpgfssidr…",1,1
"https://t.co/yshh7jaznl",1,1
"https://t.co/96sitlg2b9",1,1
"https://t.co/vvmrviftus",1,1
"sean",1,1
"https://t.co/60aimxstts",1,1
"https://t.co/uipkkxvwjc#data",1,1
"riot",1,1
"https://t.co/t3zobcvjc7",1,1
"https://t.co/rg89bvwqla",1,1
"proxies",1,1
"pondering",1,1
"https://t.co/odwnzrc9ct",1,1
"passengers",1,1
"https://t.co/my4l6qjhse",1,1
"https://t.co/lfni1ihhqs",1,1
"https://t.co/jvbbjdmiak",1,1
"https://t.co/ifrynm14hp#tableau",1,1
"https://t.co/gwo0alye93",1,1
"kickass",1,1
"https://t.co/ctvs2vl95g",1,1
"https://t.co/yvtzgywr87",1,1
"https://t.co/bcahcdlluz",1,1
"https://t.co/xhcr3kcsev",1,1
"https://t.co/9eyma2n8cd",1,1
"https://t.co/vwgandzhrk",1,1
"second.#bigdata",1,1
"https://t.co/6d8s1rwets",1,1
"https://t.co/upkul7bd9x",1,1
"https://t.co/t9ykpcvilh",1,1
"https://t.co/ppxjlbil0u",1,1
"popping",1,1
"https://t.co/ofv5xjxdbl",1,1
"patience",1,1
"offs",1,1
"https://t.co/ljeubonavt",1,1
"https://t.co/jwsztnqlg7 ",1,1
"meal",1,1
"https://t.co/iifrydwpit",1,1
"livetweeting",1,1
"https://t.co/gxye0185r6",1,1
"https://t.co/fmfitmv8hy",1,1
"https://t.co/ebv6kqm9kn#data",1,1
"https://t.co/cvlcwtoeyb#data_science",1,1
"https://t.co/bfae9dpnio",1,1
"https://t.co/9jsjjawnxl",1,1
"https://t.co/vyyen7ye9y",1,1
"https://t.co/6jbwkcavvk",1,1
"https://t.co/uryrnuxxtl#data_science",1,1
"https://t.co/tckibh4eq7",1,1
"region",1,1
"https://t.co/rnulq9qahk",1,1
"https://t.co/pskgjzffbm",1,1
"https://t.co/ohxidqkea4",1,1
"https://t.co/n4dgtrzufo",1,1
"https://t.co/lmifltzjcp",1,1
"https://t.co/jzhng1pykc",1,1
"meet…",1,1
"https://t.co/ik8hio6dcv",1,1
"https://t.co/h1gk1g1bae#data",1,1
"https://t.co/fowe9epcpx",1,1
"https://t.co/cyaonxhtmq",1,1
"https://t.co/z045qndscm",1,1
"https://t.co/bjhgemzab7",1,1
"https://t.co/9rg16x5d3x",1,1
"https://t.co/w3glsbqijb",1,1
"https://t.co/6nizbq7voz",1,1
"https://t.co/uuzyj70wka",1,1
"roll-overs",1,1
"https://t.co/tfapex38qu",1,1
"https://t.co/rqsgmr4vgo",1,1
"purpose",1,1
"https://t.co/pzm7jhdgqu",1,1
"https://t.co/olaqqhqt9v",1,1
"https://t.co/nagpzgo6ph",1,1
"https://t.co/lprc55s4gi",1,1
"https://t.co/k6lresleig",1,1
"https://t.co/h9naxxhxfi",1,1
"https://t.co/ft8jwuqok8",1,1
"https://t.co/egpjaimwje",1,1
"https://t.co/d0cf1ejvcm",1,1
"https://t.co/z9ausuzwfl",1,1
"https://t.co/bmfsnerppw",1,1
"https://t.co/wa1crumyap",1,1
"https://t.co/6xtwofylzk",1,1
"rooftop",1,1
"https://t.co/tkfhkrk9bt#data",1,1
"reject",1,1
"https://t.co/rsvgnkfids",1,1
"py-bi€",1,1
"https://t.co/q2ulgvyr3x",1,1
"ppl!https://t.co/sbpv930mcc",1,1
"https://t.co/oniytweuk2",1,1
"perfectionist",1,1
"https://t.co/ncaiefxspo",1,1
"oops",1,1
"https://t.co/lrpl4ed2bs",1,1
"nation",1,1
"https://t.co/irckym4h8c",1,1
"lose",1,1
"https://t.co/hbxris6iqg#data",1,1
"https://t.co/fuxlc7qvdo…",1,1
"ipad",1,1
"https://t.co/eht0azsa5u",1,1
"immensely",1,1
"https://t.co/d2gjsta2ph",1,1
"https://t.co/bp7auzcfdz",1,1
"https://t.co/xqulxfmfug",1,1
"https://t.co/a5hwi1mwnx",1,1
"https://t.co/wd8lr5gdo6",1,1
"https://t.co/74lrzl7w3e",1,1
"https://t.co/uyvxfkfqcr",1,1
"https://t.co/3onwgznqsh",1,1
"https://t.co/tn0uvu2s2l",1,1
"https://t.co/rwamyooor1#datascience",1,1
"pre-#data17",1,1
"https://t.co/ooijsh68nt",1,1
"https://t.co/nfbsyizryg",1,1
"https://t.co/lub0qzhut0",1,1
"https://t.co/khiz6bjkir",1,1
"messages",1,1
"https://t.co/hdlscvgha2",1,1
"https://t.co/fxcvhiu3hf",1,1
"implementation.”",1,1
"https://t.co/da83bqsqup",1,1
"https://t.co/zeu6aknww9",1,1
"https://t.co/bqvc9cxvpb",1,1
"https://t.co/xuqmxoly1h",1,1
"https://t.co/a7sr5j7jwr",1,1
"https://t.co/v1qd4x1aew",1,1
"https://t.co/3ygtfhj6i0#data",1,1
"https://t.co/tp1vjrqfc5",1,1
"remind",1,1
"https://t.co/rz2is4qzz0",1,1
"quantique",1,1
"https://t.co/qeseseqdr6",1,1
"premiere",1,1
"https://t.co/oqo6abaipc",1,1
"https://t.co/niez0wsjaq",1,1
"https://t.co/lw0x4ewuch",1,1
"https://t.co/kjdpgmtbda",1,1
"https://t.co/iwgs4qdphg",1,1
"lowest",1,1
"land",1,1
"https://t.co/fzv4jjzomw",1,1
"https://t.co/enk7qyueic",1,1
"https://t.co/dcabpjtm5h",1,1
"https://t.co/btjgis1ohz",1,1
"https://t.co/xwnvk6hyym#data",1,1
"https://t.co/abfohfd6km",1,1
"https://t.co/whz9hqdrlu",1,1
"https://t.co/7h6big…",1,1
"https://t.co/v5ultebo4z",1,1
"https://t.co/49atjkjrdn",1,1
"https://t.co/tregxh4fwx",1,1
"rental",1,1
"https://t.co/s589e8gmra",1,1
"question,are",1,1
"https://t.co/qkifrokeof",1,1
"https://t.co/ou4ruu5gz2",1,1
"philosophy”",1,1
"https://t.co/nlh7icfs5l",1,1
"https://t.co/lxzrc8fi7v",1,1
"networky",1,1
"https://t.co/kkxfeyqlsj",1,1
"https://t.co/hm1eyedxi6",1,1
"larger",1,1
"https://t.co/g2zm5hdvbq",1,1
"j’espère",1,1
"https://t.co/ddzg1xa5jw#data",1,1
"https://t.co/zjbevcs1xo",1,1
"https://t.co/bxamvc55du#data",1,1
"https://t.co/aemq7aknqj",1,1
"https://t.co/7oxd6ttct3",1,1
"https://t.co/v9u5ozz2hi#data17",1,1
"https://t.co/4cvlgauyam",1,1
"replies",1,1
"quotes",1,1
"https://t.co/qmfhqwa4vu",1,1
"https://t.co/nncpxtceta",1,1
"organizes",1,1
"newly",1,1
"https://t.co/j5vctcxpqf",1,1
"lush",1,1
"usage",1,1
"backpack",1,1
"towels",1,1
"@cleartelligence",1,1
"✅viz",1,1
"https://t.co/19wbrvl31f",1,1
"team.@tableau",1,1
"@ajforrester75",1,1
"afraid",1,1
"helicopter",1,1
"gopal",1,1
"sort",1,1
"shawn",1,1
"#pixelperfectionist",1,1
"envelope",1,1
"#dontforget2hover",1,1
"dusted",1,1
"#ctug",1,1
"desk",1,1
"#428b",1,1
"@talofficial",1,1
"@razoradventures",1,1
"@mathughestweets",1,1
"watched…",1,1
"badge",1,1
"@cnsrapp",1,1
"api’",1,1
"@alexeskinasy",1,1
"here:https://t.co/9nyl0vuij5",1,1
"govt",1,1
"00:56:00",1,1
"freaks",1,1
"#takemebacktovegas",1,1
"fashioned",1,1
"#ebscodoesdata",1,1
"#さくらのナレッジ",1,1
"d’être",1,1
"@tedwas",1,1
"@rich_moser",1,1
"carpet",1,1
"booth#422",1,1
"@esimpler",1,1
"https://t.co/1hlossvpnm",1,1
"@alphacentauri",1,1
"hicieron",1,1
"stunt",1,1
"sparked",1,1
"1.5x",1,1
"friday",1,1
"#tc17#data17@donttrythis",1,1
"#projectmaestro",1,1
"eternal",1,1
"#jediwannabe",1,1
"#data17_lives",1,1
"dance",1,1
"@theconcierge_bg",1,1
"clustering",1,1
"xiao",1,1
"@michael_buffer",1,1
"bout",1,1
"@excelraport",1,1
"barcelona",1,1
"travelers",1,1
"https://t.co/1pdfww3p…",1,1
"testing",1,1
"gravy",1,1
"speakers,1",1,1
"10...9",1,1
"#tc2018",1,1
"#etl",1,1
"#data17....guest",1,1
"#alexa",1,1
"@thevizdoctor",1,1
"cattle",1,1
"@johnwake",1,1
"basis",1,1
"aren\'…",1,1
"https://t.co/1vfbvaccjo",1,1
"@ankushkarnik",1,1
"aishwarya",1,1
"suffice",1,1
"“badge",1,1
"greensboro",1,1
"spectate",1,1
"functionality",1,1
"#recovermode…",1,1
"#facetotheprofile",1,1
"#amazing",1,1
"data,something",1,1
"cognetik",1,1
"year…",1,1
"@mleabruce",1,1
"week!…",1,1
"breaking",1,1
"@foundrygroup",1,1
"trifacta",1,1
"https://t.co/1ztd4mmszw",1,1
"theatrical",1,1
"hmmmm",1,1
"“double",1,1
"grow",1,1
"spieghiamo",1,1
"siemens",1,1
"#tfl",1,1
"#respectgratitude",1,1
"#lygtfm",1,1
"earlier",1,1
"#feelingmuchbetter",1,1
"#data17https:/…",1,1
"@sbtr11",1,1
"colleagues",1,1
"@mrmoneymustache",1,1
"welcoming",1,1
"@jtothavizzo",1,1
"bright!…",1,1
"beer/w…",1,1
"https://t.co/29v9lfasth",1,1
"there?average",1,1
"@aternes13",1,1
"honestl…",1,1
"guesses",1,1
"spooky",1,1
"17#data17",1,1
"silly",1,1
"excellence…",1,1
"#fomo",1,1
"disappointment",1,1
"datasource",1,1
"cosplayed",1,1
"combined",1,1
"@mtirwin",1,1
"wheels",1,1
"@karthesr",1,1
"brittany",1,1
"this!…",1,1
"@b7e_tableau",1,1
"alone”",1,1
"“why?”",1,1
"guru",1,1
"sprinkler",1,1
"2....any",1,1
"sinai",1,1
"#sas",1,1
"#matlabhttps://t.co/78yuymr8df",1,1
"#freelance",1,1
"dislocated",1,1
"youtube",1,1
"brussels",1,1
"visualizes",1,1
"@gm_hsc",1,1
"benefit",1,1
"turnaround",1,1
"https://t.co/2nnxm2s3dd",1,1
"thoughtful",1,1
"surprises:…",1,1
"aaaaaaaaaaaaahhhhhhhhhhh",1,1
"stage-dive",1,1
"2017!#data17",1,1
"#usergroup",1,1
"#scu",1,1
"exists…",1,1
"#gartnerda",1,1
"#badpuns",1,1
"@uzoma_diamond",1,1
"chaos",1,1
"bui…",1,1
"viz...then",1,1
"@gooseisland",1,1
"bests",1,1
"tweeps…",1,1
"https://t.co/2sc4thcjnw",1,1
"throw",1,1
"swapnilsql64",1,1
"acce…",1,1
"#momrulz",1,1
"#getmeadrink",1,1
"💡insights",1,1
"dnanalytics",1,1
"#bestconferenceever",1,1
"death",1,1
"@vignera",1,1
"covered",1,1
"win!#data17",1,1
"@kkwock",1,1
"vizzin’",1,1
"@gso_tug",1,1
"@daveedkirk",1,1
"auction",1,1
"https://t.co/2y2yqaq5jr",1,1
"system",1,1
"accomplish",1,1
"statements",1,1
"generation",1,1
"#vegasstong",1,1
"flat",1,1
"explains",1,1
"#mysql",1,1
"#government",1,1
"#bigdataparis",1,1
"deck",1,1
"craftspeople",1,1
"@smokeymonkey",1,1
"@nvidiaai",1,1
"wire",1,1
"volunteers",1,1
"@hidoedata",1,1
"bill",1,1
"autographs",1,1
"https://t.co/3bjoeyim6h",1,1
"analytics☞…",1,1
"tab-low-low-low",1,1
"achieving",1,1
"stays",1,1
"german",1,1
"#vivalaviz",1,1
"selfless",1,1
"#needmoreflair",1,1
"empire",1,1
"#groupredd…",1,1
"#datascie…",1,1
"doozies",1,1
"#botwinspiration",1,1
"definitely!would",1,1
"crazy…",1,1
"@sportschord",1,1
"completed",1,1
"@optum",1,1
"cheesesticks",1,1
"woah",1,1
"@leecarter",1,1
"butt",1,1
"biswas",1,1
"uncovers",1,1
"toby’s",1,1
"@brittanylpaxman",1,1
"https://t.co/0bnlq6p7l5",1,1
"4-hour",1,1
"snagit",1,1
"sensational",1,1
"#startrektng",1,1
"#news",1,1
"enablers",1,1
"#h2o",1,1
"dozen",1,1
"#bsc",1,1
"delegation",1,1
"credible",1,1
"@panoplyio",1,1
"@linkedin",1,1
"w/adam",1,1
"@illuzzi",1,1
"bitwar",1,1
"@dheydata",1,1
"@callahanassoc",1,1
"https://t.co/0hyiirfhpw#datascience",1,1
"adamsavage",1,1
"hav…",1,1
"sticks",1,1
"5,000",1,1
"snowy",1,1
"#votd",1,1
"fonts",1,1
"serve",1,1
"#numbernine",1,1
"#highcharts",1,1
"#camping",1,1
"@workday",1,1
"cross-applicable",1,1
"@stratajohn",1,1
